FIPS,state,stateAbr,county,metro,totEmp,ccShare,totEmpTh
19013,Iowa,IA,Black Hawk County,1,65150,0.20069,65.15
19015,Iowa,IA,Boone County,0,13750,0.19855,13.75
19017,Iowa,IA,Bremer County,1,12335,0.21524000000000001,12.335
19019,Iowa,IA,Buchanan County,0,10430,0.15053,10.43
19021,Iowa,IA,Buena Vista County,0,10675,0.17377,10.675
19023,Iowa,IA,Butler County,0,7205,0.1374,7.205
19025,Iowa,IA,Calhoun County,0,4345,0.17260999999999999,4.345
19027,Iowa,IA,Carroll County,0,11275,0.17472000000000001,11.275
19029,Iowa,IA,Cass County,0,6975,0.17060999999999998,6.975
19031,Iowa,IA,Cedar County,0,9960,0.17118,9.96
19033,Iowa,IA,Cerro Gordo County,0,23185,0.19107000000000002,23.185
19035,Iowa,IA,Cherokee County,0,6305,0.13164,6.305
19037,Iowa,IA,Chickasaw County,0,6060,0.13284,6.06
19039,Iowa,IA,Clarke County,0,4495,0.14015999999999998,4.495
19041,Iowa,IA,Clay County,0,8670,0.1707,8.67
19043,Iowa,IA,Clayton County,0,9200,0.16902,9.2
19045,Iowa,IA,Clinton County,0,24280,0.1703,24.28
19047,Iowa,IA,Crawford County,0,8130,0.12423,8.13
19049,Iowa,IA,Dallas County,1,34370,0.33779000000000003,34.37
19051,Iowa,IA,Davis County,0,3805,0.1117,3.805
19053,Iowa,IA,Decatur County,0,3870,0.17313,3.87
19055,Iowa,IA,Delaware County,0,9475,0.13404000000000002,9.475
19057,Iowa,IA,Des Moines County,0,18705,0.16733,18.705
19059,Iowa,IA,Dickinson County,0,9050,0.20829,9.05
19061,Iowa,IA,Dubuque County,1,49610,0.22868000000000002,49.61
19063,Iowa,IA,Emmet County,0,5175,0.13815999999999998,5.175
19065,Iowa,IA,Fayette County,0,10050,0.13582,10.05
19067,Iowa,IA,Floyd County,0,7985,0.12837,7.985
19069,Iowa,IA,Franklin County,0,5405,0.14709,5.405
19071,Iowa,IA,Fremont County,0,3675,0.17415,3.675
19073,Iowa,IA,Greene County,0,4595,0.17628,4.595
19075,Iowa,IA,Grundy County,1,6265,0.18275999999999998,6.265
19077,Iowa,IA,Guthrie County,1,5355,0.20728000000000002,5.355
19079,Iowa,IA,Hamilton County,0,7725,0.18188,7.725
19081,Iowa,IA,Hancock County,0,5785,0.15557,5.785
19083,Iowa,IA,Hardin County,0,8390,0.18175999999999998,8.39
19085,Iowa,IA,Harrison County,1,7570,0.18032,7.57
19087,Iowa,IA,Henry County,0,9420,0.16932,9.42
19089,Iowa,IA,Howard County,0,4995,0.12012,4.995
19091,Iowa,IA,Humboldt County,0,4850,0.18454,4.85
19093,Iowa,IA,Ida County,0,3600,0.16944,3.6
19095,Iowa,IA,Iowa County,0,8930,0.20045,8.93
19097,Iowa,IA,Jackson County,0,10120,0.14920999999999998,10.12
19099,Iowa,IA,Jasper County,0,17365,0.21134,17.365
19101,Iowa,IA,Jefferson County,0,8515,0.23958000000000002,8.515
19103,Iowa,IA,Johnson County,1,73690,0.28525,73.69
19105,Iowa,IA,Jones County,1,10060,0.16501,10.06
19107,Iowa,IA,Keokuk County,0,5200,0.14327,5.2
19109,Iowa,IA,Kossuth County,0,8030,0.16189,8.03
19111,Iowa,IA,Lee County,0,16320,0.15502,16.32
19113,Iowa,IA,Linn County,1,111280,0.28343,111.28
19115,Iowa,IA,Louisa County,0,5610,0.12655999999999998,5.61
19117,Iowa,IA,Lucas County,0,3840,0.14193,3.84
19119,Iowa,IA,Lyon County,0,5955,0.15281,5.955
19121,Iowa,IA,Madison County,1,7790,0.23748000000000002,7.79
19123,Iowa,IA,Mahaska County,0,10830,0.17405,10.83
19125,Iowa,IA,Marion County,0,16460,0.19411,16.46
19127,Iowa,IA,Marshall County,0,18680,0.18950999999999998,18.68
19129,Iowa,IA,Mills County,1,7310,0.20315,7.31
19131,Iowa,IA,Mitchell County,0,5260,0.13118,5.26
19133,Iowa,IA,Monona County,0,4370,0.13959000000000002,4.37
19135,Iowa,IA,Monroe County,0,3650,0.17945,3.65
19137,Iowa,IA,Montgomery County,0,4845,0.15686,4.845
19139,Iowa,IA,Muscatine County,0,20790,0.18254,20.79
19141,Iowa,IA,O'Brien County,0,7495,0.17145,7.495
19143,Iowa,IA,Osceola County,0,3335,0.09145,3.335
19145,Iowa,IA,Page County,0,7030,0.16714,7.03
19147,Iowa,IA,Palo Alto County,0,4595,0.14581,4.595
19149,Iowa,IA,Plymouth County,0,13780,0.17235,13.78
19151,Iowa,IA,Pocahontas County,0,3675,0.12789,3.675
19153,Iowa,IA,Polk County,1,227665,0.27881,227.665
19155,Iowa,IA,Pottawattamie County,1,47425,0.19009,47.425
19157,Iowa,IA,Poweshiek County,0,9970,0.20210999999999998,9.97
19159,Iowa,IA,Ringgold County,0,2340,0.13248,2.34
19161,Iowa,IA,Sac County,0,5250,0.17429,5.25
19163,Iowa,IA,Scott County,1,81390,0.25894,81.39
19165,Iowa,IA,Shelby County,0,6065,0.15993,6.065
19167,Iowa,IA,Sioux County,0,18200,0.18489,18.2
19169,Iowa,IA,Story County,1,49190,0.31856,49.19
19171,Iowa,IA,Tama County,0,8505,0.1311,8.505
19173,Iowa,IA,Taylor County,0,2965,0.11298,2.965
19175,Iowa,IA,Union County,0,6370,0.13108,6.37
19177,Iowa,IA,Van Buren County,0,3630,0.19146,3.63
19179,Iowa,IA,Wapello County,0,16725,0.15037,16.725
19181,Iowa,IA,Warren County,1,24940,0.26103000000000004,24.94
19183,Iowa,IA,Washington County,1,11425,0.16674,11.425
19185,Iowa,IA,Wayne County,0,2770,0.08664,2.77
19187,Iowa,IA,Webster County,0,18390,0.16667,18.39
19189,Iowa,IA,Winnebago County,0,5685,0.17765999999999998,5.685
19191,Iowa,IA,Winneshiek County,0,11680,0.19392,11.68
19193,Iowa,IA,Woodbury County,1,50820,0.17631,50.82
19195,Iowa,IA,Worth County,0,4030,0.1402,4.03
19197,Iowa,IA,Wright County,0,6495,0.14935,6.495
20001,Kansas,KS,Allen County,0,6455,0.18513,6.455
20003,Kansas,KS,Anderson County,0,3745,0.12684,3.745
20005,Kansas,KS,Atchison County,0,7560,0.14087,7.56
20007,Kansas,KS,Barber County,0,2520,0.14484,2.52
20009,Kansas,KS,Barton County,0,14005,0.17137,14.005
20011,Kansas,KS,Bourbon County,0,6650,0.1406,6.65
20013,Kansas,KS,Brown County,0,4755,0.15457,4.755
20015,Kansas,KS,Butler County,1,31110,0.23176,31.11
20017,Kansas,KS,Chase County,0,1335,0.12734,1.335
20019,Kansas,KS,Chautauqua County,0,1500,0.13,1.5
20021,Kansas,KS,Cherokee County,0,9730,0.12282,9.73
20023,Kansas,KS,Cheyenne County,0,1290,0.17054,1.29
20025,Kansas,KS,Clark County,0,1060,0.17925,1.06
20027,Kansas,KS,Clay County,0,3920,0.16327,3.92
20029,Kansas,KS,Cloud County,0,4410,0.12812,4.41
20031,Kansas,KS,Coffey County,0,4165,0.18607,4.165
20033,Kansas,KS,Comanche County,0,995,0.1407,0.995
20035,Kansas,KS,Cowley County,0,16295,0.17521,16.295
20037,Kansas,KS,Crawford County,0,18045,0.20199999999999999,18.045
20039,Kansas,KS,Decatur County,0,1365,0.20147,1.365
20041,Kansas,KS,Dickinson County,0,9260,0.15065,9.26
20043,Kansas,KS,Doniphan County,1,3900,0.15769,3.9
20045,Kansas,KS,Douglas County,1,60345,0.31751,60.345
20047,Kansas,KS,Edwards County,0,1520,0.14145,1.52
20049,Kansas,KS,Elk County,0,1220,0.13115,1.22
20051,Kansas,KS,Ellis County,0,16640,0.20072,16.64
20053,Kansas,KS,Ellsworth County,0,2995,0.12688,2.995
20055,Kansas,KS,Finney County,0,18550,0.15553,18.55
20057,Kansas,KS,Ford County,0,16075,0.12877,16.075
20059,Kansas,KS,Franklin County,1,13080,0.17164000000000001,13.08
20061,Kansas,KS,Geary County,0,12105,0.17968,12.105
20063,Kansas,KS,Gove County,0,1325,0.15094000000000002,1.325
20065,Kansas,KS,Graham County,0,1280,0.12891,1.28
20067,Kansas,KS,Grant County,0,3815,0.16121,3.815
20069,Kansas,KS,Gray County,0,2985,0.14908,2.985
20071,Kansas,KS,Greeley County,0,670,0.19403,0.67
20073,Kansas,KS,Greenwood County,0,2990,0.12709,2.99
20075,Kansas,KS,Hamilton County,0,1320,0.10227,1.32
20077,Kansas,KS,Harper County,0,2870,0.17073,2.87
20079,Kansas,KS,Harvey County,1,16680,0.21643,16.68
20081,Kansas,KS,Haskell County,0,2240,0.14732,2.24
20083,Kansas,KS,Hodgeman County,0,925,0.18919,0.925
20085,Kansas,KS,Jackson County,1,6755,0.16284,6.755
20087,Kansas,KS,Jefferson County,1,9730,0.20555,9.73
20089,Kansas,KS,Jewell County,0,1530,0.14379,1.53
20091,Kansas,KS,Johnson County,1,293205,0.37494,293.205
20093,Kansas,KS,Kearny County,0,1880,0.11968,1.88
20095,Kansas,KS,Kingman County,0,3535,0.157,3.535
20097,Kansas,KS,Kiowa County,0,1180,0.19915,1.18
20099,Kansas,KS,Labette County,0,10245,0.13372,10.245
20101,Kansas,KS,Lane County,0,720,0.16667,0.72
20103,Kansas,KS,Leavenworth County,1,31930,0.21891999999999998,31.93
20105,Kansas,KS,Lincoln County,0,1655,0.14804,1.655
20107,Kansas,KS,Linn County,1,4275,0.19883,4.275
20109,Kansas,KS,Logan County,0,1530,0.18627,1.53
20111,Kansas,KS,Lyon County,0,17490,0.16352,17.49
20113,Kansas,KS,McPherson County,0,14945,0.19271,14.945
20115,Kansas,KS,Marion County,0,6250,0.1656,6.25
20117,Kansas,KS,Marshall County,0,5180,0.1612,5.18
20119,Kansas,KS,Meade County,0,2110,0.11374000000000001,2.11
20121,Kansas,KS,Miami County,1,16135,0.22498,16.135
20123,Kansas,KS,Mitchell County,0,3315,0.22474,3.315
20125,Kansas,KS,Montgomery County,0,15870,0.15312,15.87
20127,Kansas,KS,Morris County,0,2995,0.17695999999999998,2.995
20129,Kansas,KS,Morton County,0,1610,0.08075,1.61
20131,Kansas,KS,Nemaha County,0,5130,0.16764,5.13
20133,Kansas,KS,Neosho County,0,7505,0.14057,7.505
20135,Kansas,KS,Ness County,0,1545,0.17476,1.545
20137,Kansas,KS,Norton County,0,2645,0.14556,2.645
20139,Kansas,KS,Osage County,1,8215,0.19477,8.215
20141,Kansas,KS,Osborne County,0,2025,0.16296,2.025
20143,Kansas,KS,Ottawa County,0,2970,0.18519000000000002,2.97
20145,Kansas,KS,Pawnee County,0,3370,0.12018,3.37
20147,Kansas,KS,Phillips County,0,2785,0.16338,2.785
20149,Kansas,KS,Pottawatomie County,0,10555,0.20464000000000002,10.555
20151,Kansas,KS,Pratt County,0,4850,0.18969,4.85
20153,Kansas,KS,Rawlins County,0,1330,0.18045,1.33
20155,Kansas,KS,Reno County,0,30600,0.18855999999999998,30.6
20157,Kansas,KS,Republic County,0,2525,0.17228,2.525
20159,Kansas,KS,Rice County,0,4900,0.15612,4.9
20161,Kansas,KS,Riley County,0,32010,0.2632,32.01
20163,Kansas,KS,Rooks County,0,2560,0.14844000000000002,2.56
20165,Kansas,KS,Rush County,0,1680,0.20536,1.68
20167,Kansas,KS,Russell County,0,3505,0.20826999999999998,3.505
20169,Kansas,KS,Saline County,0,28850,0.19047,28.85
20171,Kansas,KS,Scott County,0,2555,0.1683,2.555
20173,Kansas,KS,Sedgwick County,1,236400,0.2423,236.4
20175,Kansas,KS,Seward County,0,10310,0.13385,10.31
20177,Kansas,KS,Shawnee County,1,85720,0.22660999999999998,85.72
20179,Kansas,KS,Sheridan County,0,1300,0.15769,1.3
20181,Kansas,KS,Sherman County,0,2940,0.16837,2.94
20183,Kansas,KS,Smith County,0,1915,0.15405,1.915
20185,Kansas,KS,Stafford County,0,2165,0.11316,2.165
20187,Kansas,KS,Stanton County,0,1070,0.11215,1.07
20189,Kansas,KS,Stevens County,0,2615,0.13767000000000001,2.615
20191,Kansas,KS,Sumner County,1,11265,0.16201,11.265
20193,Kansas,KS,Thomas County,0,4385,0.19042,4.385
20195,Kansas,KS,Trego County,0,1390,0.18345,1.39
20197,Kansas,KS,Wabaunsee County,1,3505,0.15120999999999998,3.505
20199,Kansas,KS,Wallace County,0,830,0.10843,0.83
20201,Kansas,KS,Washington County,0,3010,0.11295999999999999,3.01
20203,Kansas,KS,Wichita County,0,1200,0.11667000000000001,1.2
20205,Kansas,KS,Wilson County,0,4195,0.14779,4.195
20207,Kansas,KS,Woodson County,0,1470,0.18707000000000001,1.47
20209,Kansas,KS,Wyandotte County,1,68065,0.13083,68.065
21001,Kentucky,KY,Adair County,0,6850,0.1292,6.85
21003,Kentucky,KY,Allen County,0,7595,0.13759000000000002,7.595
21005,Kentucky,KY,Anderson County,0,10285,0.20126,10.285
21007,Kentucky,KY,Ballard County,0,3465,0.16305999999999998,3.465
21009,Kentucky,KY,Barren County,0,18435,0.1668,18.435
21011,Kentucky,KY,Bath County,0,3955,0.17573,3.955
21013,Kentucky,KY,Bell County,0,9025,0.14626,9.025
21015,Kentucky,KY,Boone County,1,59800,0.27291,59.8
21017,Kentucky,KY,Bourbon County,1,8785,0.15253,8.785
21019,Kentucky,KY,Boyd County,1,18660,0.18783,18.66
21021,Kentucky,KY,Boyle County,0,12405,0.18662,12.405
21023,Kentucky,KY,Bracken County,1,3650,0.11095999999999999,3.65
21025,Kentucky,KY,Breathitt County,0,4185,0.09677000000000001,4.185
21027,Kentucky,KY,Breckinridge County,0,7250,0.16069,7.25
21029,Kentucky,KY,Bullitt County,1,35000,0.15729,35.0
21031,Kentucky,KY,Butler County,0,4920,0.12805,4.92
21033,Kentucky,KY,Caldwell County,0,5050,0.13267,5.05
21035,Kentucky,KY,Calloway County,0,17460,0.21076999999999999,17.46
21037,Kentucky,KY,Campbell County,1,45535,0.25519000000000003,45.535
21039,Kentucky,KY,Carlisle County,0,1925,0.12987,1.925
21041,Kentucky,KY,Carroll County,0,4415,0.1325,4.415
21043,Kentucky,KY,Carter County,0,10845,0.14154,10.845
21045,Kentucky,KY,Casey County,0,6265,0.1253,6.265
21047,Kentucky,KY,Christian County,1,23930,0.15107,23.93
21049,Kentucky,KY,Clark County,1,15865,0.21588000000000002,15.865
21051,Kentucky,KY,Clay County,0,4855,0.12667,4.855
21053,Kentucky,KY,Clinton County,0,3870,0.13437000000000002,3.87
21055,Kentucky,KY,Crittenden County,0,3625,0.16552,3.625
21057,Kentucky,KY,Cumberland County,0,2785,0.10592,2.785
21059,Kentucky,KY,Daviess County,1,42745,0.18014000000000002,42.745
21061,Kentucky,KY,Edmonson County,1,4955,0.0999,4.955
21063,Kentucky,KY,Elliott County,0,2110,0.11137000000000001,2.11
21065,Kentucky,KY,Estill County,0,4640,0.17672000000000002,4.64
21067,Kentucky,KY,Fayette County,1,152790,0.29901,152.79
21069,Kentucky,KY,Fleming County,0,6095,0.11895,6.095
21071,Kentucky,KY,Floyd County,0,12185,0.16619,12.185
21073,Kentucky,KY,Franklin County,0,22775,0.24215,22.775
21075,Kentucky,KY,Fulton County,0,2450,0.14898,2.45
21077,Kentucky,KY,Gallatin County,1,3705,0.09717,3.705
21079,Kentucky,KY,Garrard County,0,7380,0.13618,7.38
21081,Kentucky,KY,Grant County,1,10915,0.15483,10.915
21083,Kentucky,KY,Graves County,0,15280,0.16197999999999999,15.28
21085,Kentucky,KY,Grayson County,0,9810,0.1213,9.81
21087,Kentucky,KY,Green County,0,4720,0.10487,4.72
21089,Kentucky,KY,Greenup County,1,13580,0.18557,13.58
21091,Kentucky,KY,Hancock County,1,3700,0.08242999999999999,3.7
21093,Kentucky,KY,Hardin County,1,41190,0.20223,41.19
21095,Kentucky,KY,Harlan County,0,8255,0.12355999999999999,8.255
21097,Kentucky,KY,Harrison County,0,8120,0.16195,8.12
21099,Kentucky,KY,Hart County,0,7090,0.09591000000000001,7.09
21101,Kentucky,KY,Henderson County,1,20915,0.17858,20.915
21103,Kentucky,KY,Henry County,1,6930,0.1342,6.93
21105,Kentucky,KY,Hickman County,0,1860,0.061829999999999996,1.86
21107,Kentucky,KY,Hopkins County,0,20070,0.15969,20.07
21109,Kentucky,KY,Jackson County,0,4370,0.09725,4.37
21111,Kentucky,KY,Jefferson County,1,348635,0.25382,348.635
21113,Kentucky,KY,Jessamine County,1,22645,0.21285,22.645
21115,Kentucky,KY,Johnson County,0,7995,0.19012,7.995
21117,Kentucky,KY,Kenton County,1,78615,0.23965,78.615
21119,Kentucky,KY,Knott County,0,5095,0.14426,5.095
21121,Kentucky,KY,Knox County,0,9775,0.1202,9.775
21123,Kentucky,KY,Larue County,1,5615,0.12467,5.615
21125,Kentucky,KY,Laurel County,0,22845,0.17772000000000002,22.845
21127,Kentucky,KY,Lawrence County,0,5315,0.13076,5.315
21129,Kentucky,KY,Lee County,0,2495,0.13026,2.495
21131,Kentucky,KY,Leslie County,0,3340,0.11377000000000001,3.34
21133,Kentucky,KY,Letcher County,0,7805,0.13965,7.805
21135,Kentucky,KY,Lewis County,0,5035,0.11320999999999999,5.035
21137,Kentucky,KY,Lincoln County,0,9470,0.13622,9.47
21139,Kentucky,KY,Livingston County,0,3725,0.1047,3.725
21141,Kentucky,KY,Logan County,0,11585,0.12085,11.585
21143,Kentucky,KY,Lyon County,0,2820,0.19149000000000002,2.82
21145,Kentucky,KY,McCracken County,0,28645,0.21784,28.645
21147,Kentucky,KY,McCreary County,0,5000,0.078,5.0
21149,Kentucky,KY,McLean County,1,4010,0.11596,4.01
21151,Kentucky,KY,Madison County,0,38695,0.22639,38.695
21153,Kentucky,KY,Magoffin County,0,3660,0.15847,3.66
21155,Kentucky,KY,Marion County,0,7995,0.13821,7.995
21157,Kentucky,KY,Marshall County,0,14180,0.18195,14.18
21159,Kentucky,KY,Martin County,0,2910,0.14948,2.91
21161,Kentucky,KY,Mason County,0,7440,0.17137,7.44
21163,Kentucky,KY,Meade County,1,11430,0.14436,11.43
21165,Kentucky,KY,Menifee County,0,2000,0.1825,2.0
21167,Kentucky,KY,Mercer County,0,9510,0.21714,9.51
21169,Kentucky,KY,Metcalfe County,0,4430,0.10045,4.43
21171,Kentucky,KY,Monroe County,0,4435,0.14994000000000002,4.435
21173,Kentucky,KY,Montgomery County,0,10750,0.14744000000000002,10.75
21175,Kentucky,KY,Morgan County,0,4540,0.14537,4.54
21177,Kentucky,KY,Muhlenberg County,0,11285,0.13868,11.285
21179,Kentucky,KY,Nelson County,1,19425,0.15779,19.425
21181,Kentucky,KY,Nicholas County,0,3190,0.10972,3.19
21183,Kentucky,KY,Ohio County,0,8895,0.08881,8.895
21185,Kentucky,KY,Oldham County,1,27305,0.34847,27.305
21187,Kentucky,KY,Owen County,0,5260,0.13688,5.26
21189,Kentucky,KY,Owsley County,0,1080,0.04167,1.08
21191,Kentucky,KY,Pendleton County,1,6460,0.15789,6.46
21193,Kentucky,KY,Perry County,0,10235,0.15242,10.235
21195,Kentucky,KY,Pike County,0,21760,0.15303,21.76
21197,Kentucky,KY,Powell County,0,4410,0.13605,4.41
21199,Kentucky,KY,Pulaski County,0,25055,0.17761,25.055
21201,Kentucky,KY,Robertson County,0,665,0.07518999999999999,0.665
21203,Kentucky,KY,Rockcastle County,0,6050,0.13388,6.05
21205,Kentucky,KY,Rowan County,0,9675,0.20672,9.675
21207,Kentucky,KY,Russell County,0,6885,0.122,6.885
21209,Kentucky,KY,Scott County,1,21995,0.23233,21.995
21211,Kentucky,KY,Shelby County,1,19985,0.24068,19.985
21213,Kentucky,KY,Simpson County,0,7915,0.17877,7.915
21215,Kentucky,KY,Spencer County,1,8355,0.20706,8.355
21217,Kentucky,KY,Taylor County,0,10205,0.16463,10.205
21219,Kentucky,KY,Todd County,0,4985,0.12738,4.985
21221,Kentucky,KY,Trigg County,1,5440,0.15349000000000002,5.44
21223,Kentucky,KY,Trimble County,1,3820,0.10471,3.82
21225,Kentucky,KY,Union County,0,5620,0.13523,5.62
21227,Kentucky,KY,Warren County,1,53675,0.24211,53.675
21229,Kentucky,KY,Washington County,0,5345,0.17212,5.345
21231,Kentucky,KY,Wayne County,0,7085,0.09951,7.085
21233,Kentucky,KY,Webster County,1,5305,0.10933,5.305
21235,Kentucky,KY,Whitley County,0,12355,0.13679000000000002,12.355
21237,Kentucky,KY,Wolfe County,0,1945,0.09769,1.945
21239,Kentucky,KY,Woodford County,1,12230,0.26083,12.23
22001,Louisiana,LA,Acadia Parish,0,24975,0.16857,24.975
22003,Louisiana,LA,Allen Parish,0,8720,0.1422,8.72
22005,Louisiana,LA,Ascension Parish,1,50270,0.24259,50.27
22007,Louisiana,LA,Assumption Parish,0,9230,0.13759000000000002,9.23
22009,Louisiana,LA,Avoyelles Parish,0,15260,0.14187,15.26
22011,Louisiana,LA,Beauregard Parish,0,13850,0.17942,13.85
22013,Louisiana,LA,Bienville Parish,0,5115,0.15934,5.115
22015,Louisiana,LA,Bossier Parish,1,52730,0.19695,52.73
22017,Louisiana,LA,Caddo Parish,1,110610,0.18714,110.61
22019,Louisiana,LA,Calcasieu Parish,1,84800,0.18625999999999998,84.8
22021,Louisiana,LA,Caldwell Parish,0,3930,0.14504,3.93
22023,Louisiana,LA,Cameron Parish,1,3395,0.13990999999999998,3.395
22025,Louisiana,LA,Catahoula Parish,0,3555,0.16737,3.555
22027,Louisiana,LA,Claiborne Parish,0,6305,0.10389000000000001,6.305
22029,Louisiana,LA,Concordia Parish,0,7120,0.14747000000000002,7.12
22031,Louisiana,LA,De Soto Parish,1,11100,0.15541,11.1
22033,Louisiana,LA,East Baton Rouge Parish,1,215640,0.26938,215.64
22035,Louisiana,LA,East Carroll Parish,0,2215,0.07901,2.215
22037,Louisiana,LA,East Feliciana Parish,1,7535,0.14997,7.535
22039,Louisiana,LA,Evangeline Parish,0,11680,0.14426,11.68
22041,Louisiana,LA,Franklin Parish,0,7655,0.13978,7.655
22043,Louisiana,LA,Grant Parish,1,8030,0.13263,8.03
22045,Louisiana,LA,Iberia Parish,0,30825,0.17145,30.825
22047,Louisiana,LA,Iberville Parish,1,13145,0.1434,13.145
22049,Louisiana,LA,Jackson Parish,0,6575,0.13004000000000002,6.575
22051,Louisiana,LA,Jefferson Parish,1,211490,0.23375,211.49
22053,Louisiana,LA,Jefferson Davis Parish,0,12025,0.14969000000000002,12.025
22055,Louisiana,LA,Lafayette Parish,1,109610,0.25271,109.61
22057,Louisiana,LA,Lafourche Parish,1,42625,0.18205,42.625
22059,Louisiana,LA,La Salle Parish,0,5865,0.16709000000000002,5.865
22061,Louisiana,LA,Lincoln Parish,0,19870,0.25038,19.87
22063,Louisiana,LA,Livingston Parish,1,58270,0.22275999999999999,58.27
22065,Louisiana,LA,Madison Parish,0,4255,0.12925999999999999,4.255
22067,Louisiana,LA,Morehouse Parish,0,9760,0.14447000000000002,9.76
22069,Louisiana,LA,Natchitoches Parish,0,16120,0.183,16.12
22071,Louisiana,LA,Orleans Parish,1,143475,0.25806,143.475
22073,Louisiana,LA,Ouachita Parish,1,67180,0.20475,67.18
22075,Louisiana,LA,Plaquemines Parish,1,10155,0.17085,10.155
22077,Louisiana,LA,Pointe Coupee Parish,1,9785,0.14461,9.785
22079,Louisiana,LA,Rapides Parish,1,54215,0.18261,54.215
22081,Louisiana,LA,Red River Parish,0,3340,0.10928,3.34
22083,Louisiana,LA,Richland Parish,0,7880,0.12245999999999999,7.88
22085,Louisiana,LA,Sabine Parish,0,9040,0.13717000000000001,9.04
22087,Louisiana,LA,St. Bernard Parish,1,13700,0.16934000000000002,13.7
22089,Louisiana,LA,St. Charles Parish,1,24905,0.22224000000000002,24.905
22091,Louisiana,LA,St. Helena Parish,1,4165,0.12605,4.165
22093,Louisiana,LA,St. James Parish,0,9290,0.12917,9.29
22095,Louisiana,LA,St. John the Baptist Parish,1,21035,0.1633,21.035
22097,Louisiana,LA,St. Landry Parish,0,31895,0.14736,31.895
22099,Louisiana,LA,St. Martin Parish,1,22785,0.16940999999999998,22.785
22101,Louisiana,LA,St. Mary Parish,0,22655,0.14169,22.655
22103,Louisiana,LA,St. Tammany Parish,1,105315,0.28315,105.315
22105,Louisiana,LA,Tangipahoa Parish,0,51040,0.18603,51.04
22107,Louisiana,LA,Tensas Parish,0,1905,0.11285999999999999,1.905
22109,Louisiana,LA,Terrebonne Parish,1,49060,0.19945,49.06
22111,Louisiana,LA,Union Parish,1,8985,0.1547,8.985
22113,Louisiana,LA,Vermilion Parish,0,24520,0.17068,24.52
22115,Louisiana,LA,Vernon Parish,0,17545,0.16871,17.545
22117,Louisiana,LA,Washington Parish,0,15665,0.14459,15.665
22119,Louisiana,LA,Webster Parish,0,16450,0.12370999999999999,16.45
22121,Louisiana,LA,West Baton Rouge Parish,1,11150,0.17803,11.15
22123,Louisiana,LA,West Carroll Parish,0,4120,0.12136,4.12
22125,Louisiana,LA,West Feliciana Parish,1,4775,0.18848,4.775
22127,Louisiana,LA,Winn Parish,0,4790,0.17328,4.79
23001,Maine,ME,Androscoggin County,1,52590,0.21677,52.59
23003,Maine,ME,Aroostook County,0,32085,0.17625,32.085
23005,Maine,ME,Cumberland County,1,148975,0.29777,148.975
23007,Maine,ME,Franklin County,0,14320,0.19552999999999998,14.32
23009,Maine,ME,Hancock County,0,27940,0.22173,27.94
23011,Maine,ME,Kennebec County,0,59390,0.22225999999999999,59.39
23013,Maine,ME,Knox County,0,20110,0.21954,20.11
23015,Maine,ME,Lincoln County,0,16425,0.24384,16.425
23017,Maine,ME,Oxford County,0,25740,0.16977,25.74
23019,Maine,ME,Penobscot County,1,74770,0.21279,74.77
23021,Maine,ME,Piscataquis County,0,7595,0.17577,7.595
23023,Maine,ME,Sagadahoc County,1,18060,0.27215,18.06
23025,Maine,ME,Somerset County,0,22675,0.15192999999999998,22.675
23027,Maine,ME,Waldo County,0,18520,0.20869000000000001,18.52
23029,Maine,ME,Washington County,0,13540,0.17393,13.54
23031,Maine,ME,York County,1,101565,0.23645,101.565
24001,Maryland,MD,Allegany County,1,31190,0.17217000000000002,31.19
24003,Maryland,MD,Anne Arundel County,1,271915,0.33845,271.915
24005,Maryland,MD,Baltimore County,1,409570,0.29516,409.57
24009,Maryland,MD,Calvert County,1,45240,0.2931,45.24
24011,Maryland,MD,Caroline County,0,16010,0.2005,16.01
24013,Maryland,MD,Carroll County,1,86925,0.31855,86.925
24015,Maryland,MD,Cecil County,1,49190,0.22484,49.19
24017,Maryland,MD,Charles County,1,74605,0.30333000000000004,74.605
24019,Maryland,MD,Dorchester County,0,15120,0.16964,15.12
24021,Maryland,MD,Frederick County,1,122365,0.336,122.365
24023,Maryland,MD,Garrett County,0,14200,0.18204,14.2
24025,Maryland,MD,Harford County,1,125020,0.29251,125.02
24027,Maryland,MD,Howard County,1,152515,0.46215,152.515
24029,Maryland,MD,Kent County,0,9660,0.21014000000000002,9.66
24031,Maryland,MD,Montgomery County,1,516955,0.42058999999999996,516.955
24033,Maryland,MD,Prince George's County,1,453410,0.24971999999999997,453.41
24035,Maryland,MD,Queen Anne's County,1,24105,0.30056,24.105
24037,Maryland,MD,St. Mary's County,0,50435,0.31298000000000004,50.435
24039,Maryland,MD,Somerset County,1,9260,0.18359,9.26
24041,Maryland,MD,Talbot County,0,18110,0.27719,18.11
24043,Maryland,MD,Washington County,1,70475,0.20922,70.475
24045,Maryland,MD,Wicomico County,1,46985,0.21773,46.985
24047,Maryland,MD,Worcester County,0,23880,0.26173,23.88
24510,Maryland,MD,Baltimore city,1,272335,0.23453000000000002,272.335
25001,Massachusetts,MA,Barnstable County,1,102350,0.26654,102.35
25003,Massachusetts,MA,Berkshire County,1,62740,0.23215,62.74
25005,Massachusetts,MA,Bristol County,1,268425,0.23323000000000002,268.425
25007,Massachusetts,MA,Dukes County,0,8480,0.25531,8.48
