FIPS,state,stateAbr,county,metro,totEmp,ccShare,totEmpTh
29205,Missouri,MO,Shelby County,0,2910,0.12199000000000002,2.91
29207,Missouri,MO,Stoddard County,0,12375,0.14545,12.375
29209,Missouri,MO,Stone County,0,12975,0.21001999999999998,12.975
29211,Missouri,MO,Sullivan County,0,2875,0.12696,2.875
29213,Missouri,MO,Taney County,0,23855,0.23287,23.855
29215,Missouri,MO,Texas County,0,8880,0.11542999999999999,8.88
29217,Missouri,MO,Vernon County,0,9425,0.16233,9.425
29219,Missouri,MO,Warren County,1,15100,0.21325,15.1
29221,Missouri,MO,Washington County,1,8720,0.12844,8.72
29223,Missouri,MO,Wayne County,0,5080,0.19783,5.08
29225,Missouri,MO,Webster County,1,15020,0.14647000000000002,15.02
29227,Missouri,MO,Worth County,0,1145,0.17904,1.145
29229,Missouri,MO,Wright County,0,6575,0.12470999999999999,6.575
29510,Missouri,MO,St. Louis city,1,146640,0.24083000000000002,146.64
30001,Montana,MT,Beaverhead County,0,4515,0.27353,4.515
30003,Montana,MT,Big Horn County,0,4850,0.13918,4.85
30005,Montana,MT,Blaine County,0,2350,0.1383,2.35
30007,Montana,MT,Broadwater County,0,2480,0.1754,2.48
30009,Montana,MT,Carbon County,1,5240,0.17653,5.24
30011,Montana,MT,Carter County,0,705,0.13475,0.705
30013,Montana,MT,Cascade County,1,36730,0.20297,36.73
30015,Montana,MT,Chouteau County,0,2485,0.13078,2.485
30017,Montana,MT,Custer County,0,5890,0.17572000000000002,5.89
30019,Montana,MT,Daniels County,0,875,0.15429,0.875
30021,Montana,MT,Dawson County,0,4675,0.1893,4.675
30023,Montana,MT,Deer Lodge County,0,3955,0.13654000000000002,3.955
30025,Montana,MT,Fallon County,0,1610,0.16149000000000002,1.61
30027,Montana,MT,Fergus County,0,5650,0.1885,5.65
30029,Montana,MT,Flathead County,0,42950,0.23526999999999998,42.95
30031,Montana,MT,Gallatin County,0,49065,0.30398000000000003,49.065
30033,Montana,MT,Garfield County,0,600,0.1,0.6
30035,Montana,MT,Glacier County,0,5490,0.13752,5.49
30037,Montana,MT,Golden Valley County,0,395,0.10127,0.395
30039,Montana,MT,Granite County,0,1410,0.15957000000000002,1.41
30041,Montana,MT,Hill County,0,7630,0.19135,7.63
30043,Montana,MT,Jefferson County,0,5435,0.29531,5.435
30045,Montana,MT,Judith Basin County,0,890,0.13483,0.89
30047,Montana,MT,Lake County,0,11635,0.21831,11.635
30049,Montana,MT,Lewis and Clark County,0,32240,0.31203000000000003,32.24
30051,Montana,MT,Liberty County,0,1020,0.15686,1.02
30053,Montana,MT,Lincoln County,0,7480,0.21591,7.48
30055,Montana,MT,McCone County,0,1025,0.11707000000000001,1.025
30057,Montana,MT,Madison County,0,3875,0.29677,3.875
30059,Montana,MT,Meagher County,0,835,0.13772,0.835
30061,Montana,MT,Mineral County,0,1655,0.12689,1.655
30063,Montana,MT,Missoula County,1,56775,0.2657,56.775
30065,Montana,MT,Musselshell County,0,1995,0.11779,1.995
30067,Montana,MT,Park County,0,7695,0.23521999999999998,7.695
30069,Montana,MT,Petroleum County,0,255,0.09804,0.255
30071,Montana,MT,Phillips County,0,1960,0.1148,1.96
30073,Montana,MT,Pondera County,0,2690,0.16914,2.69
30075,Montana,MT,Powder River County,0,860,0.10465,0.86
30077,Montana,MT,Powell County,0,2725,0.20734,2.725
30079,Montana,MT,Prairie County,0,495,0.12120999999999998,0.495
30081,Montana,MT,Ravalli County,0,17725,0.22566999999999998,17.725
30083,Montana,MT,Richland County,0,5150,0.17476,5.15
30085,Montana,MT,Roosevelt County,0,3930,0.11959000000000002,3.93
30087,Montana,MT,Rosebud County,0,4010,0.13342,4.01
30089,Montana,MT,Sanders County,0,4500,0.17222,4.5
30091,Montana,MT,Sheridan County,0,1700,0.13235,1.7
30093,Montana,MT,Silver Bow County,0,16220,0.23274,16.22
30095,Montana,MT,Stillwater County,0,4500,0.14667,4.5
30097,Montana,MT,Sweet Grass County,0,1820,0.1511,1.82
30099,Montana,MT,Teton County,0,2680,0.20521999999999999,2.68
30101,Montana,MT,Toole County,0,2340,0.14744000000000002,2.34
30103,Montana,MT,Treasure County,0,380,0.06579,0.38
30105,Montana,MT,Valley County,0,3590,0.15599000000000002,3.59
30107,Montana,MT,Wheatland County,0,750,0.16,0.75
30109,Montana,MT,Wibaux County,0,495,0.14140999999999998,0.495
30111,Montana,MT,Yellowstone County,1,76205,0.23187,76.205
31001,Nebraska,NE,Adams County,0,15995,0.18193,15.995
31003,Nebraska,NE,Antelope County,0,3325,0.13835,3.325
31005,Nebraska,NE,Arthur County,0,225,0.11110999999999999,0.225
31007,Nebraska,NE,Banner County,0,390,0.12821,0.39
31009,Nebraska,NE,Blaine County,0,300,0.05,0.3
31011,Nebraska,NE,Boone County,0,2860,0.12063,2.86
31013,Nebraska,NE,Box Butte County,0,5490,0.13297,5.49
31015,Nebraska,NE,Boyd County,0,1065,0.09859,1.065
31017,Nebraska,NE,Brown County,0,1445,0.10035,1.445
31019,Nebraska,NE,Buffalo County,0,25210,0.20071,25.21
31021,Nebraska,NE,Burt County,0,3315,0.12368,3.315
31023,Nebraska,NE,Butler County,0,4260,0.13498,4.26
31025,Nebraska,NE,Cass County,1,13050,0.23715999999999998,13.05
31027,Nebraska,NE,Cedar County,0,4480,0.1317,4.48
31029,Nebraska,NE,Chase County,0,2105,0.20428,2.105
31031,Nebraska,NE,Cherry County,0,3120,0.17787999999999998,3.12
31033,Nebraska,NE,Cheyenne County,0,5660,0.2606,5.66
31035,Nebraska,NE,Clay County,0,3220,0.1382,3.22
31037,Nebraska,NE,Colfax County,0,5060,0.08696,5.06
31039,Nebraska,NE,Cuming County,0,4715,0.15375999999999998,4.715
31041,Nebraska,NE,Custer County,0,5480,0.14781,5.48
31043,Nebraska,NE,Dakota County,1,10895,0.11932000000000001,10.895
31045,Nebraska,NE,Dawes County,0,4940,0.1913,4.94
31047,Nebraska,NE,Dawson County,0,12135,0.1199,12.135
31049,Nebraska,NE,Deuel County,0,990,0.13635999999999998,0.99
31051,Nebraska,NE,Dixon County,1,3005,0.13145,3.005
31053,Nebraska,NE,Dodge County,0,18270,0.17022,18.27
31055,Nebraska,NE,Douglas County,1,265600,0.27462,265.6
31057,Nebraska,NE,Dundy County,0,1045,0.13397,1.045
31059,Nebraska,NE,Fillmore County,0,3055,0.14075,3.055
31061,Nebraska,NE,Franklin County,0,1480,0.14527,1.48
31063,Nebraska,NE,Frontier County,0,1435,0.1777,1.435
31065,Nebraska,NE,Furnas County,0,2350,0.16596,2.35
31067,Nebraska,NE,Gage County,0,10760,0.14684,10.76
31069,Nebraska,NE,Garden County,0,1065,0.11737,1.065
31071,Nebraska,NE,Garfield County,0,1125,0.18667,1.125
31073,Nebraska,NE,Gosper County,0,1090,0.18807000000000001,1.09
31075,Nebraska,NE,Grant County,0,370,0.12162,0.37
31077,Nebraska,NE,Greeley County,0,1265,0.12648,1.265
31079,Nebraska,NE,Hall County,0,30480,0.17848,30.48
31081,Nebraska,NE,Hamilton County,0,4845,0.21259,4.845
31083,Nebraska,NE,Harlan County,0,1735,0.15562,1.735
31085,Nebraska,NE,Hayes County,0,535,0.14019,0.535
31087,Nebraska,NE,Hitchcock County,0,1360,0.15441,1.36
31089,Nebraska,NE,Holt County,0,5490,0.15574000000000002,5.49
31091,Nebraska,NE,Hooker County,0,390,0.26923,0.39
31093,Nebraska,NE,Howard County,0,3210,0.13551,3.21
31095,Nebraska,NE,Jefferson County,0,3970,0.1927,3.97
31097,Nebraska,NE,Johnson County,0,2280,0.07895,2.28
31099,Nebraska,NE,Kearney County,0,3565,0.15849000000000002,3.565
31101,Nebraska,NE,Keith County,0,4210,0.1734,4.21
31103,Nebraska,NE,Keya Paha County,0,435,0.06897,0.435
31105,Nebraska,NE,Kimball County,0,1950,0.15385,1.95
31107,Nebraska,NE,Knox County,0,4335,0.13495,4.335
31109,Nebraska,NE,Lancaster County,1,154135,0.27229000000000003,154.135
31111,Nebraska,NE,Lincoln County,0,17805,0.14770999999999998,17.805
31113,Nebraska,NE,Logan County,0,400,0.1375,0.4
31115,Nebraska,NE,Loup County,0,310,0.06452000000000001,0.31
31117,Nebraska,NE,McPherson County,0,240,0.16667,0.24
31119,Nebraska,NE,Madison County,0,18305,0.15515,18.305
31121,Nebraska,NE,Merrick County,0,3935,0.13342,3.935
31123,Nebraska,NE,Morrill County,0,2485,0.13480999999999999,2.485
31125,Nebraska,NE,Nance County,0,1805,0.12465,1.805
31127,Nebraska,NE,Nemaha County,0,3450,0.14493,3.45
31129,Nebraska,NE,Nuckolls County,0,2060,0.10437,2.06
31131,Nebraska,NE,Otoe County,0,8080,0.18502000000000002,8.08
31133,Nebraska,NE,Pawnee County,0,1335,0.14232,1.335
31135,Nebraska,NE,Perkins County,0,1585,0.16719,1.585
31137,Nebraska,NE,Phelps County,0,4690,0.20789000000000002,4.69
31139,Nebraska,NE,Pierce County,0,3880,0.13144,3.88
31141,Nebraska,NE,Platte County,0,16945,0.18708,16.945
31143,Nebraska,NE,Polk County,0,2705,0.17745,2.705
31145,Nebraska,NE,Red Willow County,0,5660,0.18020999999999998,5.66
31147,Nebraska,NE,Richardson County,0,3910,0.15473,3.91
31149,Nebraska,NE,Rock County,0,835,0.12575,0.835
31151,Nebraska,NE,Saline County,0,6525,0.14253,6.525
31153,Nebraska,NE,Sarpy County,1,81370,0.27854,81.37
31155,Nebraska,NE,Saunders County,1,10885,0.20854,10.885
31157,Nebraska,NE,Scotts Bluff County,0,17925,0.17099,17.925
31159,Nebraska,NE,Seward County,1,8730,0.21134,8.73
31161,Nebraska,NE,Sheridan County,0,2545,0.14735,2.545
31163,Nebraska,NE,Sherman County,0,1575,0.13333,1.575
31165,Nebraska,NE,Sioux County,0,680,0.07353,0.68
31167,Nebraska,NE,Stanton County,0,3365,0.15602,3.365
31169,Nebraska,NE,Thayer County,0,2555,0.14481,2.555
31171,Nebraska,NE,Thomas County,0,410,0.17073,0.41
31173,Nebraska,NE,Thurston County,0,2515,0.16699999999999998,2.515
31175,Nebraska,NE,Valley County,0,2225,0.1618,2.225
31177,Nebraska,NE,Washington County,1,10520,0.24335,10.52
31179,Nebraska,NE,Wayne County,0,5135,0.20058,5.135
31181,Nebraska,NE,Webster County,0,1655,0.16314,1.655
31183,Nebraska,NE,Wheeler County,0,455,0.06592999999999999,0.455
31185,Nebraska,NE,York County,0,7190,0.17315999999999998,7.19
32001,Nevada,NV,Churchill County,0,10320,0.16230999999999998,10.32
32003,Nevada,NV,Clark County,1,904125,0.2129,904.125
32005,Nevada,NV,Douglas County,0,21170,0.25319,21.17
32007,Nevada,NV,Elko County,0,24235,0.17681,24.235
32009,Nevada,NV,Esmeralda County,0,340,0.14706,0.34
32011,Nevada,NV,Eureka County,0,820,0.12805,0.82
32013,Nevada,NV,Humboldt County,0,7205,0.14087,7.205
32015,Nevada,NV,Lander County,0,2530,0.08696,2.53
32017,Nevada,NV,Lincoln County,0,1755,0.15385,1.755
32019,Nevada,NV,Lyon County,0,20200,0.1552,20.2
32021,Nevada,NV,Mineral County,0,1760,0.09375,1.76
32023,Nevada,NV,Nye County,0,14365,0.15767,14.365
32027,Nevada,NV,Pershing County,0,2230,0.11882999999999999,2.23
32029,Nevada,NV,Storey County,1,1810,0.22376,1.81
32031,Nevada,NV,Washoe County,1,205270,0.26024,205.27
32033,Nevada,NV,White Pine County,0,4345,0.1588,4.345
32510,Nevada,NV,Carson City,1,23910,0.21769000000000002,23.91
33001,New Hampshire,NH,Belknap County,0,30805,0.23584000000000002,30.805
33003,New Hampshire,NH,Carroll County,0,23545,0.26035,23.545
33005,New Hampshire,NH,Cheshire County,0,39985,0.23771,39.985
33007,New Hampshire,NH,Coos County,0,15575,0.16597,15.575
33009,New Hampshire,NH,Grafton County,0,44880,0.25724,44.88
33011,New Hampshire,NH,Hillsborough County,1,213830,0.3102,213.83
33013,New Hampshire,NH,Merrimack County,0,76830,0.28413,76.83
33015,New Hampshire,NH,Rockingham County,1,160850,0.3221,160.85
33017,New Hampshire,NH,Strafford County,1,66190,0.25601,66.19
33019,New Hampshire,NH,Sullivan County,0,22575,0.21350999999999998,22.575
34001,New Jersey,NJ,Atlantic County,1,129740,0.1908,129.74
34003,New Jersey,NJ,Bergen County,1,448805,0.34878000000000003,448.805
34005,New Jersey,NJ,Burlington County,1,220945,0.28503,220.945
34007,New Jersey,NJ,Camden County,1,244570,0.25326,244.57
34009,New Jersey,NJ,Cape May County,1,43735,0.22693000000000002,43.735
34011,New Jersey,NJ,Cumberland County,1,64660,0.14522000000000002,64.66
34013,New Jersey,NJ,Essex County,1,355765,0.25518,355.765
34015,New Jersey,NJ,Gloucester County,1,141325,0.27026,141.325
34017,New Jersey,NJ,Hudson County,1,322005,0.29644000000000004,322.005
34019,New Jersey,NJ,Hunterdon County,1,65345,0.40821999999999997,65.345
34021,New Jersey,NJ,Mercer County,1,175760,0.30684,175.76
34023,New Jersey,NJ,Middlesex County,1,395255,0.33061,395.255
34025,New Jersey,NJ,Monmouth County,1,307985,0.33,307.985
34027,New Jersey,NJ,Morris County,1,252190,0.38602,252.19
34029,New Jersey,NJ,Ocean County,1,242505,0.23271999999999998,242.505
34031,New Jersey,NJ,Passaic County,1,227890,0.23010999999999998,227.89
34033,New Jersey,NJ,Salem County,1,29655,0.17265,29.655
34035,New Jersey,NJ,Somerset County,1,163765,0.3934,163.765
34037,New Jersey,NJ,Sussex County,1,76960,0.27404,76.96
34039,New Jersey,NJ,Union County,1,258460,0.25549,258.46
34041,New Jersey,NJ,Warren County,1,54065,0.26339,54.065
35001,New Mexico,NM,Bernalillo County,1,311435,0.28154,311.435
35003,New Mexico,NM,Catron County,0,1355,0.15498,1.355
35005,New Mexico,NM,Chaves County,0,27235,0.17478,27.235
35006,New Mexico,NM,Cibola County,0,8650,0.13757,8.65
35007,New Mexico,NM,Colfax County,0,6090,0.20772,6.09
35009,New Mexico,NM,Curry County,0,20655,0.14887,20.655
35011,New Mexico,NM,De Baca County,0,745,0.15436,0.745
35013,New Mexico,NM,Dona Ana County,1,85170,0.2168,85.17
35015,New Mexico,NM,Eddy County,0,24155,0.1981,24.155
35017,New Mexico,NM,Grant County,0,12020,0.23253000000000001,12.02
35019,New Mexico,NM,Guadalupe County,0,1380,0.1413,1.38
35021,New Mexico,NM,Harding County,0,270,0.12963,0.27
35023,New Mexico,NM,Hidalgo County,0,2075,0.16867000000000001,2.075
35025,New Mexico,NM,Lea County,0,26250,0.18095,26.25
35027,New Mexico,NM,Lincoln County,0,9510,0.21293,9.51
35028,New Mexico,NM,Los Alamos County,0,9155,0.49754,9.155
35029,New Mexico,NM,Luna County,0,8895,0.14165,8.895
35031,New Mexico,NM,McKinley County,0,24125,0.1171,24.125
35033,New Mexico,NM,Mora County,0,2270,0.27974,2.27
35035,New Mexico,NM,Otero County,0,23440,0.17022,23.44
35037,New Mexico,NM,Quay County,0,3345,0.12555999999999998,3.345
35039,New Mexico,NM,Rio Arriba County,0,16880,0.1952,16.88
35041,New Mexico,NM,Roosevelt County,0,8500,0.17647000000000002,8.5
35043,New Mexico,NM,Sandoval County,1,57215,0.28271,57.215
35045,New Mexico,NM,San Juan County,1,52805,0.17782,52.805
35047,New Mexico,NM,San Miguel County,0,11015,0.20335999999999999,11.015
35049,New Mexico,NM,Santa Fe County,1,71195,0.32179,71.195
35051,New Mexico,NM,Sierra County,0,3270,0.11315,3.27
35053,New Mexico,NM,Socorro County,0,6140,0.20603000000000002,6.14
35055,New Mexico,NM,Taos County,0,14480,0.26899,14.48
35057,New Mexico,NM,Torrance County,1,5470,0.19560999999999998,5.47
35059,New Mexico,NM,Union County,0,1905,0.18373,1.905
35061,New Mexico,NM,Valencia County,1,29760,0.19674,29.76
36001,New York,NY,Albany County,1,154120,0.28981,154.12
36003,New York,NY,Allegany County,0,21595,0.19610999999999998,21.595
36005,New York,NY,Bronx County,1,543120,0.13519,543.12
36007,New York,NY,Broome County,1,91565,0.24174,91.565
36009,New York,NY,Cattaraugus County,0,36035,0.15679,36.035
36011,New York,NY,Cayuga County,0,37545,0.17486,37.545
36013,New York,NY,Chautauqua County,0,59925,0.18431,59.925
36015,New York,NY,Chemung County,1,38820,0.19771,38.82
36017,New York,NY,Chenango County,0,22740,0.18316,22.74
36019,New York,NY,Clinton County,0,36935,0.18614,36.935
36021,New York,NY,Columbia County,0,30545,0.25847,30.545
36023,New York,NY,Cortland County,0,22625,0.20088,22.625
36025,New York,NY,Delaware County,0,21240,0.17444,21.24
36027,New York,NY,Dutchess County,1,142125,0.26164,142.125
36029,New York,NY,Erie County,1,432735,0.24486999999999998,432.735
36031,New York,NY,Essex County,0,17835,0.21503000000000003,17.835
36033,New York,NY,Franklin County,0,20810,0.1617,20.81
36035,New York,NY,Fulton County,0,24395,0.15597,24.395
36037,New York,NY,Genesee County,0,29555,0.17814000000000002,29.555
36039,New York,NY,Greene County,0,20605,0.20456,20.605
36041,New York,NY,Hamilton County,0,2325,0.18495,2.325
36043,New York,NY,Herkimer County,1,29215,0.1833,29.215
36045,New York,NY,Jefferson County,0,45010,0.18807000000000001,45.01
36047,New York,NY,Kings County,1,1092325,0.24514,1092.325
36049,New York,NY,Lewis County,0,12140,0.14662,12.14
36051,New York,NY,Livingston County,1,30935,0.19379000000000002,30.935
36053,New York,NY,Madison County,1,34020,0.23898000000000003,34.02
36055,New York,NY,Monroe County,1,350900,0.27837,350.9
36057,New York,NY,Montgomery County,0,21900,0.17465999999999998,21.9
36059,New York,NY,Nassau County,1,650325,0.30446999999999996,650.325
36061,New York,NY,New York County,1,846255,0.4668,846.255
36063,New York,NY,Niagara County,1,99095,0.20405,99.095
36065,New York,NY,Oneida County,1,104675,0.21414,104.675
36067,New York,NY,Onondaga County,1,220890,0.26855,220.89
36069,New York,NY,Ontario County,1,53460,0.24804,53.46
36071,New York,NY,Orange County,1,171725,0.23156,171.725
36073,New York,NY,Orleans County,1,18190,0.14706,18.19
36075,New York,NY,Oswego County,1,53870,0.1744,53.87
36077,New York,NY,Otsego County,0,29435,0.20605,29.435
36079,New York,NY,Putnam County,1,50615,0.30446,50.615
36081,New York,NY,Queens County,1,1068375,0.22129000000000001,1068.375
36083,New York,NY,Rensselaer County,1,80400,0.25417,80.4
36085,New York,NY,Richmond County,1,206835,0.23864000000000002,206.835
36087,New York,NY,Rockland County,1,142290,0.27876,142.29
36089,New York,NY,St. Lawrence County,0,46610,0.18365,46.61
36091,New York,NY,Saratoga County,1,112100,0.28925,112.1
36093,New York,NY,Schenectady County,1,73940,0.25568,73.94
36095,New York,NY,Schoharie County,1,15270,0.20465,15.27
36097,New York,NY,Schuyler County,0,8465,0.18665,8.465
36099,New York,NY,Seneca County,0,15400,0.1987,15.4
36101,New York,NY,Steuben County,0,43095,0.19213,43.095
36103,New York,NY,Suffolk County,1,728495,0.26455,728.495
36105,New York,NY,Sullivan County,0,33580,0.19147999999999998,33.58
36107,New York,NY,Tioga County,1,24880,0.21825,24.88
36109,New York,NY,Tompkins County,1,50315,0.36858,50.315
36111,New York,NY,Ulster County,1,88945,0.25117,88.945
36113,New York,NY,Warren County,1,31845,0.22971,31.845
36115,New York,NY,Washington County,1,29205,0.16504000000000002,29.205
36117,New York,NY,Wayne County,1,45190,0.21066999999999997,45.19
36119,New York,NY,Westchester County,1,454005,0.32127,454.005
36121,New York,NY,Wyoming County,0,18705,0.15263,18.705
36123,New York,NY,Yates County,0,11540,0.18198,11.54
37001,North Carolina,NC,Alamance County,1,70845,0.22105,70.845
37003,North Carolina,NC,Alexander County,1,16160,0.13335,16.16
37005,North Carolina,NC,Alleghany County,0,4525,0.16575,4.525
37007,North Carolina,NC,Anson County,1,10085,0.10114,10.085
37009,North Carolina,NC,Ashe County,0,11945,0.19632,11.945
37011,North Carolina,NC,Avery County,0,7340,0.2139,7.34
37013,North Carolina,NC,Beaufort County,0,19740,0.1578,19.74
37015,North Carolina,NC,Bertie County,0,8210,0.10414000000000001,8.21
37017,North Carolina,NC,Bladen County,0,13450,0.13086,13.45
37019,North Carolina,NC,Brunswick County,1,42925,0.23448000000000002,42.925
37021,North Carolina,NC,Buncombe County,1,113650,0.24597,113.65
37023,North Carolina,NC,Burke County,1,38225,0.15173,38.225
37025,North Carolina,NC,Cabarrus County,1,82240,0.26094,82.24
37027,North Carolina,NC,Caldwell County,1,35445,0.17026,35.445
37029,North Carolina,NC,Camden County,0,4375,0.28343,4.375
37031,North Carolina,NC,Carteret County,0,29750,0.22034,29.75
37033,North Carolina,NC,Caswell County,0,8980,0.15479,8.98
37035,North Carolina,NC,Catawba County,1,70680,0.21498,70.68
37037,North Carolina,NC,Chatham County,1,29265,0.27576,29.265
37039,North Carolina,NC,Cherokee County,0,10580,0.15595,10.58
37041,North Carolina,NC,Chowan County,0,5430,0.17403,5.43
37043,North Carolina,NC,Clay County,0,3890,0.19666,3.89
37045,North Carolina,NC,Cleveland County,0,40090,0.15939,40.09
37047,North Carolina,NC,Columbus County,0,21360,0.14373,21.36
37049,North Carolina,NC,Craven County,0,39280,0.19132000000000002,39.28
37051,North Carolina,NC,Cumberland County,1,117165,0.19694,117.165
37053,North Carolina,NC,Currituck County,1,11120,0.23786,11.12
37055,North Carolina,NC,Dare County,0,18170,0.30462,18.17
37057,North Carolina,NC,Davidson County,0,73905,0.18652,73.905
37059,North Carolina,NC,Davie County,1,18170,0.21794000000000002,18.17
37061,North Carolina,NC,Duplin County,0,24330,0.12824000000000002,24.33
37063,North Carolina,NC,Durham County,1,131010,0.31578,131.01
37065,North Carolina,NC,Edgecombe County,1,22510,0.12239000000000001,22.51
37067,North Carolina,NC,Forsyth County,1,159470,0.26102,159.47
37069,North Carolina,NC,Franklin County,1,26235,0.21155,26.235
37071,North Carolina,NC,Gaston County,1,91085,0.21365,91.085
37073,North Carolina,NC,Gates County,0,5385,0.12999000000000002,5.385
37075,North Carolina,NC,Graham County,0,3420,0.09648999999999999,3.42
37077,North Carolina,NC,Granville County,0,25370,0.20595,25.37
37079,North Carolina,NC,Greene County,1,8310,0.11070999999999999,8.31
37081,North Carolina,NC,Guilford County,1,230710,0.26683,230.71
37083,North Carolina,NC,Halifax County,0,20165,0.14679,20.165
37085,North Carolina,NC,Harnett County,0,44675,0.17773,44.675
37087,North Carolina,NC,Haywood County,1,25705,0.21045999999999998,25.705
37089,North Carolina,NC,Henderson County,1,45685,0.21625999999999998,45.685
37091,North Carolina,NC,Hertford County,0,8870,0.11780999999999998,8.87
37093,North Carolina,NC,Hoke County,1,17025,0.16417,17.025
37095,North Carolina,NC,Hyde County,0,2300,0.17390999999999998,2.3
37097,North Carolina,NC,Iredell County,0,71755,0.23126999999999998,71.755
37099,North Carolina,NC,Jackson County,0,17945,0.23098000000000002,17.945
37101,North Carolina,NC,Johnston County,1,77445,0.2239,77.445
37103,North Carolina,NC,Jones County,0,4240,0.17925,4.24
37105,North Carolina,NC,Lee County,0,25265,0.17989000000000002,25.265
37107,North Carolina,NC,Lenoir County,0,24325,0.14676,24.325
37109,North Carolina,NC,Lincoln County,0,35885,0.21304,35.885
37111,North Carolina,NC,McDowell County,0,19065,0.1626,19.065
37113,North Carolina,NC,Macon County,0,14200,0.1919,14.2
37115,North Carolina,NC,Madison County,1,8470,0.15348,8.47
37117,North Carolina,NC,Martin County,0,9905,0.13377,9.905
37119,North Carolina,NC,Mecklenburg County,1,458270,0.32577,458.27
37121,North Carolina,NC,Mitchell County,0,6275,0.15617999999999999,6.275
37123,North Carolina,NC,Montgomery County,0,10430,0.14669000000000001,10.43
37125,North Carolina,NC,Moore County,0,34890,0.20506999999999997,34.89
37127,North Carolina,NC,Nash County,1,42470,0.21203000000000002,42.47
37129,North Carolina,NC,New Hanover County,1,99390,0.27161,99.39
37131,North Carolina,NC,Northampton County,0,7965,0.10923,7.965
37133,North Carolina,NC,Onslow County,1,57440,0.18470999999999999,57.44
37135,North Carolina,NC,Orange County,1,66015,0.35924,66.015
37137,North Carolina,NC,Pamlico County,0,5220,0.19635999999999998,5.22
37139,North Carolina,NC,Pasquotank County,0,17660,0.1795,17.66
37141,North Carolina,NC,Pender County,1,22250,0.19933,22.25
37143,North Carolina,NC,Perquimans County,0,4755,0.22608000000000003,4.755
37145,North Carolina,NC,Person County,1,17275,0.16671,17.275
37147,North Carolina,NC,Pitt County,1,77705,0.23131999999999997,77.705
37149,North Carolina,NC,Polk County,0,7960,0.18467,7.96
37151,North Carolina,NC,Randolph County,1,65020,0.1781,65.02
37153,North Carolina,NC,Richmond County,0,16080,0.13744,16.08
37155,North Carolina,NC,Robeson County,0,48070,0.13105999999999998,48.07
37157,North Carolina,NC,Rockingham County,1,39800,0.1549,39.8
37159,North Carolina,NC,Rowan County,0,59085,0.17686,59.085
37161,North Carolina,NC,Rutherford County,0,26325,0.1679,26.325
37163,North Carolina,NC,Sampson County,0,27265,0.14359,27.265
37165,North Carolina,NC,Scotland County,0,11900,0.17059000000000002,11.9
37167,North Carolina,NC,Stanly County,0,26155,0.17817,26.155
37169,North Carolina,NC,Stokes County,1,20805,0.1639,20.805
37171,North Carolina,NC,Surry County,0,32255,0.17455,32.255
37173,North Carolina,NC,Swain County,0,5395,0.2215,5.395
37175,North Carolina,NC,Transylvania County,0,13460,0.20765,13.46
37177,North Carolina,NC,Tyrrell County,0,1600,0.13125,1.6
37179,North Carolina,NC,Union County,1,91895,0.28957,91.895
37181,North Carolina,NC,Vance County,0,17110,0.15225,17.11
37183,North Carolina,NC,Wake County,1,451280,0.38185,451.28
37185,North Carolina,NC,Warren County,0,7170,0.16179000000000002,7.17
37187,North Carolina,NC,Washington County,0,4635,0.12621,4.635
37189,North Carolina,NC,Watauga County,0,25205,0.26304,25.205
37191,North Carolina,NC,Wayne County,1,50590,0.17740999999999998,50.59
37193,North Carolina,NC,Wilkes County,0,28020,0.18362,28.02
37195,North Carolina,NC,Wilson County,0,34320,0.19508,34.32
37197,North Carolina,NC,Yadkin County,1,17065,0.16203,17.065
37199,North Carolina,NC,Yancey County,0,7440,0.13038,7.44
38001,North Dakota,ND,Adams County,0,1265,0.19763,1.265
38003,North Dakota,ND,Barnes County,0,5765,0.18474000000000002,5.765
38005,North Dakota,ND,Benson County,0,2535,0.11834000000000001,2.535
38007,North Dakota,ND,Billings County,0,535,0.14953,0.535
38009,North Dakota,ND,Bottineau County,0,3020,0.18212,3.02
38011,North Dakota,ND,Bowman County,0,1645,0.16109,1.645
38013,North Dakota,ND,Burke County,0,1025,0.13171,1.025
38015,North Dakota,ND,Burleigh County,1,45060,0.25388,45.06
38017,North Dakota,ND,Cass County,1,87445,0.27091,87.445
38019,North Dakota,ND,Cavalier County,0,1950,0.17179,1.95
38021,North Dakota,ND,Dickey County,0,2625,0.14476,2.625
38023,North Dakota,ND,Divide County,0,1125,0.2,1.125
38025,North Dakota,ND,Dunn County,0,1925,0.12987,1.925
38027,North Dakota,ND,Eddy County,0,1160,0.125,1.16
38029,North Dakota,ND,Emmons County,0,1685,0.14243,1.685
38031,North Dakota,ND,Foster County,0,1735,0.1902,1.735
38033,North Dakota,ND,Golden Valley County,0,805,0.1677,0.805
38035,North Dakota,ND,Grand Forks County,1,36650,0.23424,36.65
38037,North Dakota,ND,Grant County,0,1375,0.11635999999999999,1.375
38039,North Dakota,ND,Griggs County,0,1240,0.20160999999999998,1.24
38041,North Dakota,ND,Hettinger County,0,1205,0.12448,1.205
38043,North Dakota,ND,Kidder County,0,1245,0.11245,1.245
38045,North Dakota,ND,LaMoure County,0,2145,0.14685,2.145
38047,North Dakota,ND,Logan County,0,945,0.14815,0.945
38049,North Dakota,ND,McHenry County,0,2600,0.14615,2.6
38051,North Dakota,ND,McIntosh County,0,1365,0.13187000000000001,1.365
